Marque,Model,Année,Kilométrage,Code Postal,Prix
BMW SERIE 3 F31 TOURING,(F31) (2) TOURING 318D 150 LUXURY,2017,151 464 km,28,20 970 €
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ALLURE EAT8,2020,31 230 km,91,26 920 €
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 30 TDI 115 BUSINESS LINE S TRONIC 7,2017,70 044 km,35,24 290 €
CITROEN C3 AIRCROSS,1.5 BLUEHDI 100 S&S SHINE BV6,2019,31 624 km,24,22 180 €
VOLKSWAGEN TOUAREG 3,III 3.0 TSI 381 EHYBRID ELEGANCE,2022,24 610 km,69,95 430 €
MERCEDES CLA,(2) 220 D 9CV FASCINATION 7G-DCT,2020,70 180 km,61,41 010 €
MERCEDES CLASSE A 3,III (2) 180 D BUSINESS EDITION 7G-DCT,2018,82 762 km,24,23 210 €
MERCEDES CLASSE A 3,III (2) 180 D BUSINESS EDITION 7G-DCT,2018,82 762 km,24,23 210 €
RENAULT KANGOO 2 EXPRESS,II (2) EXTRA R-LINK ENERGY DCI 90,2018,113 322 km,35,14 260 €
VOLKSWAGEN TIGUAN 2,II 1.5 TSI 150 EVO 8CV CARAT DSG7,2018,31 048 km,78,38 470 €
OPEL CORSA 5,V 1.3 ECOTEC DIESEL 95 BUSINESS EDITION 5P,2016,103 369 km,45,10 890 €
DS DS 3 CROSSBACK,1.5 BLUEHDI 130 PERFORMANCE LINE + AUTOMATIQUE,2020,33 087 km,66,36 270 €
PEUGEOT 2008,(2) 1.5 BLUEHDI 100 S&S ACTIVE BUSINESS,2020,64 512 km,24,18 270 €
DS DS 7 CROSSBACK,1.6 E-TENSE 225 RIVOLI,2022,5 081 km,24,57 480 €
PEUGEOT 308 (2E GENERATION) SW,II SW 1.6 BLUEHDI 120 S&S 6CV STYLE,2016,126 252 km,72,18 280 €
PORSCHE TAYCAN,4S BATTERIE PERFORMANCE PLUS,2022,4 685 km,69,142 480 €
JEEP GLADIATOR,3.0 V6 MULTIJET 264 4X4 BVA8 OVERLAND,2023,44 km,69,93 110 €
PEUGEOT 208,(2) 1.2 PURETECH 82 STYLE 5P,2016,77 573 km,24,13 300 €
CITROEN C3 AIRCROSS,1.2 PURETECH 110 6CV S&S SHINE BV6,2021,52 639 km,10,15 980 €
BMW X1 F48,(F48) XDRIVE25D LOUNGE BVA8,2018,89 240 km,57,28 230 €
CITROEN C3 (3E GENERATION),III 1.6 BLUEHDI 100 S&S FEEL,2016,39 494 km,24,16 590 €
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT BV6,2020,93 730 km,69,32 680 €
RENAULT TALISMAN,1.6 DCI 130 ENERGY BUSINESS EDC,2016,103 920 km,31,18 180 €
PORSCHE BOXSTER 2 TYPE 987,II (987) 2.7 244,2008,61 525 km,74,34 130 €
BMW X1 F48,(F48) (2) XDRIVE20D M SPORT BVA8,2022,4 701 km,84,52 630 €
FORD FOCUS 4,IV 1.5 ECOBLUE 120 ST LINE AUTO,2019,31 581 km,91,22 030 €
PEUGEOT 308 (2E GENERATION) GTI,II (2) 1.6 PURETECH 263 S&S GTI BY PEUGEOT SPORT,2019,61 624 km,69,33 040 €
AUDI Q3,2.0 TDI 177 AMBITION LUXE QUATTRO S TRONIC 7,2012,122 025 km,55,21 630 €
CITROEN BERLINGO 2 MULTISPACE,II (3) 1.6 BLUEHDI 75 FEEL,2017,89 342 km,66,18 540 €
AUDI Q5,(2) 2.0 TDI 177 AMBITION LUXE QUATTRO,2009,120 180 km,55,22 410 €
BMW SERIE 4 F82 M4,(F82) M4 500 DTM CHAMPION EDITION M DKG7,2018,8 180 km,74,184 370 €
OPEL GRANDLAND X,1.6 DIESEL 120 INNOVATION AUTOMATIQUE,2017,95 127 km,27,20 520 €
RENAULT TWINGO 3,III (2) 0.9 TCE 95 INTENS,2018,47 488 km,31,13 730 €
JAGUAR E-PACE,D150 AWD S BVA,2017,87 764 km,24,31 480 €
CITROEN BERLINGO 2,II (3) 1.6 BLUEHDI 75 BUSINESS M,2017,65 644 km,24,17 980 €
NISSAN NAVARA 2,II DOUBLE-CAB 2.3 DCI 190 TEKNA BVA7,2017,124 092 km,47,29 140 €
VOLVO XC60 (2E GENERATION),II T8 TWIN ENGINE 390 INSCRIPTION LUXE GEARTRONIC 8,2021,31 356 km,95,71 860 €
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.2 PURETECH 130 S&S GT LINE EAT8,2020,42 193 km,45,28 200 €
RENAULT TALISMAN ESTATE,ESTATE 1.7 DCI 150 BLUE BUSINESS,2020,56 221 km,78,22 020 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 120D M SPORT BVA8 5P,2019,91 519 km,57,28 000 €
AUDI Q7 (2E GENERATION),II V6 3.0 TDI CD 272 S LINE QUATTRO TIPTRONIC 7PL,2020,80 464 km,01,62 890 €
SMART FORTWO 2,II 62 KW COUPE & PASSION SOFTOUCH,2011,57 432 km,78,8 240 €
AUDI A3 (4E GENERATION) SPORTBACK,IV SPORTBACK 40 TFSI E 204 DESIGN LUXE S TRONIC,2022,26 719 km,31,43 490 €
SEAT ALHAMBRA 2,II (2) 2.0 TDI 150 S&S STYLE,2018,41 833 km,69,35 360 €
AUDI A5 SPORTBACK (2E GENERATION),II SPORTBACK 3.0 V6 TDI 218 S LINE QUATTRO S TRONIC 7 5PL,2017,108 965 km,57,36 380 €
AUDI Q3,2.0 TDI 177 S LINE QUATTRO S TRONIC 7,2015,111 998 km,55,23 500 €
CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 130 S&S FEEL PACK EAT8,2022,1 km,42,29 590 €
CITROEN BERLINGO 2,II (3) 1.6 BLUEHDI 100 S&S BUSINESS M,2018,99 073 km,24,14 980 €
VOLKSWAGEN GOLF 7 R,VII 2.0 TSI 300 BLUEMOTION 4MOTION TECHNOLOGY R DSG6 5P,2015,80 127 km,84,30 430 €
CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S SHINE EAT6,2018,74 442 km,47,21 640 €
VOLVO V70 (3E GENERATION),T6 330CH AWD RDESIGN BY HEICO SPORTIV,2009,174 900 km,92,21 430 €
ALFA ROMEO GIULIA 2,II 2.0 T 200 SPRINT AT8,2022,11 km,92,56 140 €
PORSCHE 911 TYPE 991,(991) 3.4 350 CARRERA PDK,2011,109 241 km,95,78 730 €
SUZUKI SWIFT 4,IV 1.2 DUALJET HYBRID 83 AVANTAGE,2021,30 250 km,33,15 710 €
VOLKSWAGEN POLO 5 GTI,V 1.4 TSI 180 GTI DSG 7 5P,2013,128 223 km,47,16 590 €
BMW SERIE 5 F10,(F10) (2) 520D 190 LOUNGE PLUS BVA8,2015,123 970 km,92,20 330 €
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE DSG7,2018,87 916 km,95,37 180 €
AUDI A4 (5E GENERATION) AVANT,V (3) AVANT 35 TDI 163 9CV AVUS S TRONIC,2022,23 732 km,30,51 850 €
NISSAN QASHQAI 2,II (2) 1.2 DIG-T 115 N-CONNECTA,2019,26 607 km,72,22 180 €
JAGUAR F-PACE,2.0 D 240 PRESTIGE 4X4 BVA,2019,94 572 km,78,47 980 €
CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S FEEL BV6,2018,66 048 km,47,19 180 €
SKODA YETI,(2) 2.0 TDI 110 4X4 AMBITION,2012,104 602 km,55,19 340 €
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE DSG7,2018,61 875 km,69,39 980 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE EAT8,2019,103 462 km,25,27 580 €
MERCEDES CLASSE GL,350 BLUETEC 7G-TRONIC 7PL,2011,174 291 km,95,29 390 €
SKODA KAMIQ,1.5 TSI 150 ACT SCOUTLINE DSG7,2020,16 554 km,30,27 330 €
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ALLURE,2021,16 048 km,24,27 350 €
AUDI A4 (5E GENERATION) AVANT,V AVANT 2.0 TDI 150,2015,69 072 km,01,28 680 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S GT,2022,1 km,42,35 240 €
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 1.5 TFSI 150 COD S LINE,2018,81 168 km,01,29 630 €
MERCEDES 190,E 1.8 CONTACT,1993,120 801 km,16,9 160 €
PEUGEOT 3008,(2) 1.6 BLUEHDI 120 S&S ACTIVE,2015,77 711 km,11,14 680 €
CITROEN C4 PICASSO 2,II (2) 1.2 PURETECH 130 S&S BUSINESS EAT6,2015,56 974 km,16,19 020 €
MERCEDES CLASSE S 7,VII 500 EXECUTIVE 4MATIC,2012,105 312 km,76,43 890 €
PEUGEOT 3008 (2E GENERATION),II 2.0 BLUEHDI 180 S&S GT EAT6,2018,141 944 km,77,24 880 €
MERCEDES GLC,250 D FASCINATION 4MATIC,2015,151 130 km,61,37 960 €
CITROEN C4 CACTUS,1.6 BLUEHDI 100 S&S SHINE,2019,77 945 km,24,17 830 €
VOLKSWAGEN PASSAT 8 SW,VIII SW 2.0 TDI 150 BLUEMOTION TECHNOLOGY 7CV CONFORTLINE BUSINESS DSG7,2020,73 888 km,78,31 230 €
VOLKSWAGEN GOLF 7,VII (2) 1.5 TSI EVO 150 7CV BLUEMOTION TECHNOLOGY CARAT DSG7 5P,2018,42 350 km,25,27 700 €
PORSCHE CAYENNE,(2) 4.8 V8 385 S TIPTRONIC S,2008,177 364 km,69,24 230 €
PEUGEOT 308 CC,CC 2.0 HDI 140 FAP FELINE,2010,137 560 km,11,9 520 €
AUDI Q3 (2E GENERATION),II 45 TFSI 230 S LINE QUATTRO S TRONIC,2018,21 756 km,67,60 420 €
VOLKSWAGEN T-ROC,2.0 TDI 150 CARAT DSG7,2020,12 875 km,69,39 970 €
MAZDA MX5 (4E GENERATION) RF,IV RF 2.0 SKYACTIV-G 160 SELECTION BVA,2018,31 075 km,71,26 650 €
MAZDA MX5 (4E GENERATION),IV 2.0 SKYACTIV-G 184 SELECTION,2020,41 496 km,71,32 160 €
TOYOTA YARIS 3,III (3) HYBRID 100H FRANCE BUSINESS CVT 5P,2019,10 018 km,78,19 820 €
AUDI A4 (5E GENERATION) AVANT,V AVANT 2.0 TDI 150 BUSINESS LINE,2017,120 294 km,24,22 300 €
LAND ROVER RANGE ROVER EVOQUE,(2) TD4 150 BUSINESS BVA,2019,111 418 km,31,31 840 €
CITROEN BERLINGO 3 MULTISPACE,III TAILLE XL 1.5 BLUEHDI 100 S&S LIVE 7PL,2021,28 484 km,84,31 570 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE EAT8,2019,73 950 km,78,28 880 €
VOLKSWAGEN POLO 6,VI 1.6 TDI 95 CONFORTLINE,2017,118 459 km,24,16 690 €
VOLVO XC60 (2E GENERATION),II D4 190 ADBLUE R-DESIGN GEARTRONIC 8,2017,78 041 km,37,46 780 €
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS EDC,2020,27 943 km,35,22 660 €
AUDI Q3 (2E GENERATION),II 35 TDI 150 DESIGN S TRONIC 7,2017,66 569 km,84,39 180 €
MERCEDES CLASSE A 3 AMG,III 45 AMG 4MATIC,2013,83 895 km,25,37 480 €
PEUGEOT 2008,(2) 1.2 PURETECH 110 S&S 6CV ALLURE EAT6,2018,72 080 km,33,14 610 €
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS EDC,2020,112 005 km,78,19 700 €
AUDI Q2,1.6 TDI 116 DESIGN,2017,67 819 km,57,24 480 €
PORSCHE CAYENNE 2,II 4.8 V8 420 GTS TIPTRONIC,2015,167 215 km,77,52 060 €
FIAT 500 (2E GENERATION),II (2) 1.2 8V 69 LOUNGE,2019,44 123 km,24,12 900 €
VOLKSWAGEN T-ROC,2.0 TDI 150 CARAT 4MOTION DSG7,2019,80 789 km,69,32 160 €
VOLKSWAGEN TRANSPORTER 6,VI (2) 2.0 TDI 150 L1H1 BUSINESS DSG7,2022,620 km,25,50 590 €
PEUGEOT E-208 (2E GENERATION),II ELECTRIQUE ACTIVE BUSINESS,2021,3 650 km,47,27 580 €
FIAT 500 (3E GENERATION),III 42KWH 3CV ICONE,2020,11 km,92,28 580 €
AUDI Q5,2.0 TDI 143 DPF 8CV S LINE QUATTRO,2011,114 215 km,55,20 650 €
LAND ROVER RANGE ROVER EVOQUE,(2) TD4 180 SE BVA,2016,105 138 km,57,35 350 €
LAND ROVER RANGE ROVER EVOQUE,(2) TD4 180 SE,2016,79 686 km,69,28 600 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116D 5CV SPORT 5P BVA8,2017,65 642 km,57,21 890 €
RENAULT SCENIC 4,IV 1.6 DCI 160 ENERGY INTENS EDC,2019,51 383 km,69,24 170 €
AUDI RS Q8,4.0 TFSI 600 QUATTRO RS Q8 TIPTRONIC 8,2021,23 370 km,92,231 110 €
FORD C-MAX 2,II (2) 1.5 TDCI 120 S&S BUSINESS NAV BV6,2016,84 967 km,26,15 240 €
VOLVO V60 (2E GENERATION),II T8 TWIN ENGINE 405 POLESTAR ENGINEERED,2021,25 680 km,95,70 510 €
MERCEDES CLASSE E 5 BREAK,V BREAK 220 D 10CV AVANTGARDE LINE 9G-TRONIC,2016,83 628 km,57,36 750 €
HYUNDAI KONA,1.0 T-GDI 120 CREATIVE,2019,24 321 km,25,19 340 €
OPEL CROSSLAND X,1.5 DIESEL 120 INNOVATION AUTO,2019,28 631 km,72,24 340 €
VOLKSWAGEN POLO 5,V 1.6 TDI 90 FAP CONFORTLINE 3P,2012,171 552 km,80,8 420 €
PORSCHE CAYENNE 2,II 3.0 V6 D 245 TIPTRONIC,2013,115 188 km,66,43 950 €
PEUGEOT E-208 (2E GENERATION),II ELECTRIQUE GT LINE,2021,18 343 km,47,28 980 €
CITROEN C3 (3E GENERATION),III 1.5 BLUEHDI 100 S&S SHINE BUSINESS BV6,2020,82 139 km,35,18 000 €
CITROEN BERLINGO 3,III TAILLE M 1000KG BLUEHDI 100 S&S DRIVER,2018,103 746 km,72,18 700 €
PORSCHE CAYENNE 2,II 3.0 V6 D 245 PLATINIUM EDITION TIPTRONIC,2015,136 389 km,57,37 270 €
AUDI Q3,(2) 2.0 TDI ULTRA 150 AMBIENTE,2017,71 255 km,78,24 360 €
PEUGEOT 308 (2E GENERATION) SW,II SW 1.6 BLUEHDI 120 S&S ALLURE,2018,61 821 km,10,17 550 €
MAZDA MX5 (4E GENERATION) ST,IV ST 1.5 SKYACTIV-G 131 DYNAMIQUE,2015,36 771 km,71,24 150 €
MERCEDES CLASSE CLS 2,II 350 CDI BLUEEFFICIENCY BA7 7G-TRONIC,2012,82 310 km,47,25 940 €
VOLKSWAGEN COCCINELLE,1.2 TSI 105 VINTAGE,2013,145 862 km,66,13 950 €
MERCEDES CLASSE B 2,II (2) 220 D FASCINATION 4MATIC 7G-DCT,2018,109 838 km,57,24 620 €
RENAULT TWINGO 3,III 1.0 SCE 70 ZEN E6,2015,42 460 km,24,11 760 €
VOLKSWAGEN T-ROC,1.5 TSI 150 EVO R-LINE DSG7,2021,6 660 km,69,38 820 €
BMW SERIE 2 F46 GRAN TOURER,(F46) (2) GRAN TOURER 216D BUSINESS DESIGN DKG7,2019,45 261 km,35,29 330 €
PORSCHE MACAN,3.0 V6 S DIESEL,2016,110 208 km,67,51 290 €
FORD FIESTA 5,V (2) 1.5 TDCI 75 FAP TITANIUM 5P,2014,104 920 km,59,11 570 €
AUSTIN HEALEY 100 ROADSTER,BN1 ROADSTER 2.6,1957,23 000 km,24,50 480 €
FERRARI TESTAROSSA,5.0 V12 380,1993,46 669 km,62,133 180 €
RENAULT ARKANA,1.6 E-TECH 145 INTENS 21B,2020,3 720 km,69,33 770 €
BMW X2 F39,(F39) SDRIVE18DA BUSINESS DESIGN,2017,127 259 km,28,26 840 €
PORSCHE 911 TYPE 992,(992) COUPE 3.0 450 CARRERA 4S PDK8,2020,5 076 km,27,181 330 €
AUDI A4 (5E GENERATION) AVANT,V AVANT 2.0 TDI 190 DESIGN LUXE S TRONIC,2018,123 264 km,31,31 570 €
AUDI A4 (5E GENERATION) AVANT,V (3) AVANT 35 TDI 163 8CV DESIGN S TRONIC,2020,98 758 km,57,35 560 €
VOLVO V40 (2E GENERATION),II D3 150 R-DESIGN GEARTRONIC,2016,114 000 km,59,20 500 €
AUDI RS4 (4E GENERATION) AVANT,IV AVANT 4.2 V8 FSI 450 QUATTRO S TRONIC 7,2013,146 278 km,74,50 000 €
PEUGEOT 2008,(2) 1.5 BLUEHDI 100 STYLE,2018,53 513 km,47,16 030 €
VOLKSWAGEN TIGUAN 2 ALLSPACE,2.0 TDI 150 CARAT EXCLUSIVE DSG7,2019,24 783 km,45,46 970 €
VOLKSWAGEN GOLF 7,VII (2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT 5P,2019,67 780 km,55,23 080 €
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 CONFORTLINE BUSINESS,2017,84 648 km,66,17 900 €
PEUGEOT 208,(2) 1.5 BLUEHDI 100 S&S 5CV ALLURE BUSINESS 5P E6,2017,60 002 km,35,16 170 €
FIAT 500 (2E GENERATION),II (2) 1.2 8V 69 LOUNGE,2019,36 747 km,24,13 510 €
MERCEDES GLE COUPE,350 D FASCINATION 4MATIC,2015,105 991 km,95,51 210 €
BMW X2 F39,(F39) SDRIVE18DA LOUNGE,2017,25 090 km,57,34 070 €
VOLKSWAGEN T-ROC,1.5 TSI 150 EVO ACTIVE DSG7,2022,9 804 km,69,32 460 €
FIAT 500 (3E GENERATION),III 42KWH 3CV FRANCE EDITION,2020,11 km,92,28 640 €
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 2.0 TDI 150 BUSINESS LINE,2018,76 800 km,33,23 990 €
VOLKSWAGEN PASSAT 8 SW,VIII SW 1.6 TDI 120 BLUEMOTION TECHNOLOGY CARAT DSG7,2018,142 824 km,72,18 170 €
VOLKSWAGEN ARTEON,2.0 TDI 150 7CV,2020,16 536 km,55,31 580 €
RENAULT CLIO 4,IV 1.5 DCI 90 ZEN ECO2 90G,2016,120 091 km,28,9 820 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116DA 116 BUSINESS DESIGN,2018,147 088 km,78,20 360 €
CITROEN BERLINGO 2,II (3) 1.6 BLUEHDI 100 S&S BUSINESS M,2015,135 044 km,78,10 270 €
JAGUAR XE,2.0D 180 PRESTIGE AUTO,2017,53 603 km,84,32 260 €
AUDI A4 (5E GENERATION) AVANT,V AVANT 2.0 TDI 190 DESIGN S TRONIC,2016,71 607 km,57,28 050 €
MERCEDES CLASSE A 3 AMG,III (2) 45 AMG 4MATIC,2015,79 925 km,31,43 580 €
DS DS 7 CROSSBACK,1.6 E-TENSE 300 4X4 GRAND CHIC AUTOMATIQUE,2022,19 650 km,33,69 480 €
VOLVO XC40,D3 ADBLUE 150 BUSINESS GEARTRONIC 8,2018,43 756 km,95,36 940 €
MAZDA 3 (3E GENERATION),III (2) 1.5 SKYACTIV-D 105 ELEGANCE SKYACTIV-DRIVE,2017,107 648 km,33,21 860 €
PORSCHE 911 TYPE 991,(991) (2) CARRERA 4 GTS PDK,2018,94 185 km,27,137 880 €
DS DS 3,(2) 1.2 PURETECH 110 PERFORMANCE LINE AUTOMATIQUE,2018,48 196 km,66,21 680 €
RENAULT GRAND SCENIC 4,IV 1.7 DCI 120 BLUE ZEN,2020,66 898 km,91,20 560 €
RENAULT MEGANE 4 ESTATE,IV (2) ESTATE 1.3 TCE 140 FAP BUSINESS,2020,50 km,78,23 620 €
PEUGEOT 3008 (2E GENERATION),II 2.0 BLUEHDI 180 S&S GT EAT8,2020,74 110 km,35,35 150 €
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS DSG7,2019,88 618 km,69,28 120 €
RENAULT KADJAR,1.5 DCI 110 ENERGY INTENS,2017,48 481 km,24,21 830 €
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S 7CV ALLURE EAT8,2021,17 125 km,24,32 840 €
RENAULT MEGANE 4,IV 1.5 DCI 115 BLUE BUSINESS EDC,2018,53 552 km,10,19 820 €
AUDI RS6 (3E GENERATION) AVANT,III (2) AVANT 4.0 TFSI 605 PERFORMANCE QUATTRO TIPTRONIC,2019,47 582 km,68,105 790 €
VOLKSWAGEN GOLF 7,VII (2) 1.6 TDI 115 BLUEMOTION TECHNOLOGY TRENDLINE 3P,2017,57 834 km,55,17 730 €
MINI MINI 3 5P,III COOPER D 116 FINITION BUSINESS 5P,2017,31 698 km,33,22 030 €
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 100 S&S STYLE,2019,16 394 km,24,24 990 €
PEUGEOT 108,1.0 VTI 72 TOP! COLLECTION 5P,2020,18 253 km,37,12 580 €
PEUGEOT 308 (2E GENERATION) SW,II SW 1.6 BLUEHDI 120 S&S ALLURE EAT6,2016,147 065 km,37,14 380 €
MASERATI GRANTURISMO,4.7 V8 S,2008,60 180 km,37,64 880 €
PEUGEOT 807,(2) 2.0 HDI 163 FAP ALLURE BVA6 7PL,2011,162 918 km,28,11 860 €
VOLVO V60 (2E GENERATION) CROSS COUNTRY,II D4 AWD 190 PRO GEARTRONIC 8,2018,55 155 km,60,55 990 €
VOLKSWAGEN CC,2.0 TDI 140 BLUEMOTION TECHNOLOGY CARAT DSG6,2015,141 937 km,28,15 650 €
RENAULT CLIO 4 ESTATE,IV (2) ESTATE 09 TCE 90 LIMITED,2019,80 117 km,33,13 540 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2022,11 km,33,15 730 €
OPEL GRANDLAND X,1.6 HYBRID4 300 4WD ULTIMATE AUTOMATIQUE,2021,83 km,72,51 150 €
PORSCHE 911 TYPE 992 TARGA,(992) 3.0 385 TARGA 4,2021,10 518 km,27,228 030 €
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE DSG7,2019,78 889 km,24,37 800 €
SKODA KAROQ,2.0 TDI 150 SCR AMBITION,2020,47 276 km,31,29 980 €
DACIA LOGAN 2,II (2) 1.0 SCE 75 LOGAN,2020,30 129 km,31,11 880 €
TOYOTA YARIS,(2) 85 VVT-I LUNA 5P,2008,175 174 km,78,5 560 €
CITROEN C1 (2E GENERATION),II 1.0 AIRSCAPE VTI 72 S&S URBAN RIDE 5P,2020,6 394 km,33,14 730 €
CITROEN C4 (2E GENERATION),II (2) 1.2 PURETECH 110 FEEL,2014,146 606 km,80,9 900 €
OPEL CORSA 5,V 1.4 90 ACTIVE 5P,2016,71 390 km,27,10 980 €
RENAULT ZOE,LIFE CHARGE RAPIDE TYPE 2,2014,56 098 km,72,10 150 €
PEUGEOT 308 (2E GENERATION),II (2) 1.6 PURETECH 225 S&S GT EAT8,2016,101 121 km,66,23 180 €
MERCEDES CLASSE A 4,IV 160 BUSINESS LINE,2018,26 232 km,66,31 210 €
PEUGEOT 3008 (2E GENERATION),II 2.0 BLUEHDI 180 S&S GT EAT6,2016,116 810 km,78,28 160 €
MERCEDES CLASSE A 4,IV 180 D PROGRESSIVE LINE 7G-DCT,2018,25 948 km,57,31 730 €
FORD FIESTA 5,V (2) 1.5 TDCI 75 FAP TITANIUM 5P,2015,83 392 km,11,9 880 €
MERCEDES CLA AMG,(2) 45 AMG 380 4MATIC 7G-DCT,2016,61 110 km,33,38 310 €
MAZDA MX5 (4E GENERATION) ST,IV ST 2.0 SKYACTIV-G 160 CHERRY TOP,2019,39 803 km,71,29 270 €
PEUGEOT EXPERT 3 FOURGON,III 2.0 BLUEHDI 120 S&S LONG PREMIUM,2019,96 875 km,11,25 730 €
RENAULT KADJAR,(2) 1.3 TCE 160 FAP INTENS EDC,2022,9 701 km,91,29 780 €
VOLKSWAGEN GOLF 7,VII (2) 2.0 TDI 184 BLUEMOTION TECHNOLOGY GTD DSG7 5P,2019,115 320 km,35,23 850 €
DODGE DURANGO,5.7 V8 360 RT,2019,20 295 km,67,92 120 €
SKODA FABIA 3,III 1.4 TDI 90 CLEVER,2017,85 309 km,57,11 310 €
RENAULT KADJAR,1.5 DCI 110 ENERGY INTENS,2019,85 238 km,24,17 650 €
PORSCHE 911 TYPE 992 CABRIOLET,(992) CABRIOLET 3.0 450 CARRERA 4S,2018,35 595 km,27,178 390 €
JEEP COMPASS 2,II 1.6 MJET 120 LONGITUDE BUSINESS,2017,38 949 km,35,25 390 €
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 1.6 TDI 115 BUSINESS LINE S TRONIC 7,2019,38 271 km,78,28 050 €
PEUGEOT 308 (3E GENERATION),III 1.2 PURETECH 130 S&S ALLURE PACK,2020,555 km,72,31 060 €
PEUGEOT 5008 (2E GENERATION),II (2) 2.0 BLUEHDI 180 S&S GT PACK EAT8,2022,81 km,72,61 980 €
ALFA ROMEO GIULIETTA 3,III (3) 2.0 JTDM 150 S/S GIULIETTA,2018,94 022 km,26,15 210 €
AUDI A6 (4E GENERATION) ALLROAD,IV 3.0 V6 BITDI 313 AVUS QUATTRO TIPTRONIC 8,2013,210 363 km,76,27 000 €
TOYOTA COROLLA 12,XII HYBRIDE 122H 5CV DYNAMIC,2022,12 km,69,26 040 €
FIAT 500 C (3E GENERATION),III C 42KWH 3CV ICONE PLUS,2022,4 538 km,24,29 360 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ALLURE BUSINESS,2019,74 023 km,69,24 730 €
CITROEN C3 (3E GENERATION),III (2) PURETECH 83 S&S YOU,2020,11 km,33,14 580 €
VOLKSWAGEN GOLF 7 GTI,VII (2) 2.0 TSI 245 BLUEMOTION TECHNOLOGY GTI PERFORMANCE DSG7 5P,2020,21 094 km,33,42 380 €
KIA SPORTAGE 3,III 1.7 CRDI 115 PREMIUM 2WD,2012,160 367 km,24,10 680 €
AUDI A6 (5E GENERATION) AVANT,V AVANT 50 TDI 286 S LINE QUATTRO TIPTRONIC,2019,30 894 km,67,72 020 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,2020,13 333 km,24,17 500 €
MASERATI GHIBLI 3,III 3.0 V6 S Q4,2015,53 169 km,69,53 150 €
SUZUKI VITARA 4,IV 1.6 VVT 120 PRIVILEGE,2016,67 800 km,24,16 830 €
AUDI A1 (2E GENERATION) SPORTBACK,II 30 TFSI 116 TURBO BLUE EDITION S TRONIC,2019,31 490 km,57,26 640 €
NISSAN JUKE,1.5 DCI 110 STOP/START TEKNA,2014,199 560 km,66,11 880 €
MERCEDES CITAN,1.5 109 CDI 90 LONG,2019,103 056 km,25,13 540 €
VOLKSWAGEN GOLF 7 SW,VII (2) SW 1.6 TDI 115 BLUEMOTION TECHNOLOGY CONFORT BUSINESS DSG7,2019,78 688 km,55,18 890 €
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE DSG7,2019,89 993 km,78,32 750 €
MERCEDES GLC AMG,(2) 63 AMG S 4MATIC+ BVA9,2017,105 270 km,74,94 250 €
PEUGEOT 2008,1.6 E-HDI 92 BLUE LION ALLURE BMP6,2012,62 520 km,11,14 860 €
RENAULT TRAFIC 3,III FOURGON GRAND CONFORT L1H1 1000 DCI 120 E6,2019,53 923 km,28,20 110 €
